[240, 28, 27]
[239, 29, 27]
[248, 30, 28]
[247, 30, 30]
[246, 28, 28]
[246, 27, 28]
[220, 27, 29]
[221, 27, 27]
[218, 26, 28]
[218, 27, 29]
