[18, 33, 75]
[20, 37, 79]
[18, 36, 80]
[19, 38, 82]
[19, 38, 81]
[22, 39, 82]
[21, 38, 80]
[18, 37, 80]
[21, 39, 80]
[21, 37, 81]
