[73, 47, 98]
[76, 44, 98]
[74, 47, 99]
[76, 48, 98]
[74, 47, 98]
[76, 48, 98]
[75, 47, 97]
[74, 46, 96]
[75, 49, 99]
[73, 46, 97]
