[49, 4, 5]
[42, 3, 4]
[41, 3, 4]
[41, 4, 6]
[37, 2, 5]
[38, 4, 6]
[40, 3, 2]
[36, 1, 4]
[38, 4, 6]
[36, 5, 3]
